,model_size,uncertainty,deg_level,det,deg,ei
4244,5,0.73,29,0.15853536379182429,0.11905829608088081,0.19738533855471738
4245,5,0.725,29,0.15145182170538418,0.11352808040583165,0.18961870649776266
4246,5,0.72,29,0.14454918943986922,0.10815942102314749,0.18194884208360865
4247,5,0.71,29,0.13127875366059558,0.09789431101686723,0.16692221321864176
4248,5,0.69,29,0.10682654162214315,0.07917187094251023,0.13827335339816463
4249,5,0.6799999999999999,29,0.0956185422755061,0.07067204038071637,0.12473250947394869
4250,5,0.655,29,0.07047681382077356,0.05178556578434518,0.09345624018214191
4251,5,0.6499999999999999,29,0.06593194462450894,0.04839710124140968,0.08767421691549628
4252,5,0.645,29,0.06154561739743636,0.04513399273050446,0.08205812333465949
4253,5,0.64,29,0.057316810744507764,0.04199459816402511,0.07661106290241329
4254,5,0.635,29,0.05324455031680695,0.038977362754091534,0.07133593781357708
4255,5,0.605,29,0.03204946430636062,0.02336268813110878,0.043433880876259184
4256,5,0.6,29,0.029049405545331353,0.02116391022000706,0.03942747662662147
4257,5,0.59,29,0.023499531242175947,0.017103269430417147,0.031981309058794
4258,5,0.5800000000000001,29,0.018546104966346476,0.013486338194738315,0.025298833858040805
4259,5,0.56,29,0.010412478777944387,0.007561382994207789,0.01425547891868299
4260,5,0.5549999999999999,29,0.00874599282963109,0.006349489174000675,0.011982518278152079
4261,5,0.53,29,0.002598411432260447,0.0018845919860628695,0.0035690972309878883
4262,5,0.5249999999999999,29,0.0018041209571899096,0.0013083450020602168,0.0024788797756484637
4263,5,0.515,29,0.000649310185389667,0.00047079593845169063,0.0008925712346898819
4264,5,0.505,29,7.213595433841653e-05,5.229913390142329e-05,9.918410218496621e-05
4265,5,1.0,30,1.0,0.9200419866765973,0.39979006661701344
4266,5,0.99,30,0.9192068641040884,0.8402940477163119,0.39456408193888237
4267,5,0.985,30,0.8876392899006241,0.8091729219901922,0.39233183955215967
4268,5,0.98,30,0.8585594574581783,0.7805357990960485,0.39011829181064883
4269,5,0.975,30,0.8313390685033287,0.7537644868897104,0.3878729080680915
4270,5,0.965,30,0.7811222734609891,0.7044882308447178,0.38317021308135635
4271,5,0.96,30,0.7577078109175848,0.6815726770648338,0.38067566926375473
