,model_size,uncertainty,deg_level,det,deg,ei
3467,10,0.8,666,1.2125732532083204,1.0959586162886474,2.748769290269042
3468,10,0.56,669,1.0072434883696333,1.0026178210220578,1.0471056122573297
3469,10,0.8049999999999999,673,1.2211033665319644,1.1020958229138587,2.7882436522107534
3470,10,0.6599999999999999,675,1.0534934139775622,1.0213025880958573,1.3638729768518538
3471,10,0.8049999999999999,676,1.2211033665319644,1.1027187788005783,2.77253208692617
3472,10,0.675,678,1.0645648798696774,1.0262903853128598,1.4421775926990823
3473,10,0.605,678,1.022463586240969,1.0085745754502495,1.1465641015871042
3474,10,0.5,680,1.0,1.0,1.0
3475,10,0.7949999999999999,683,1.2042908993404995,1.0955230323941774,2.5769080259935886
3476,10,0.59,683,1.0164220168459015,1.006294447500184,1.1053246980679952
3477,10,0.89,684,1.4142959474662888,1.2116264922880602,4.6958624053167215
3478,10,0.635,688,1.0375958038629634,1.0151802218394494,1.244086527015149
3479,10,0.92,693,1.5134288055928153,1.273594649735354,5.614456200776949
3480,10,0.975,700,1.7793361253020203,1.4354592362204197,8.56389475718166
3481,10,0.865,700,1.3463066388371008,1.179917786361365,3.740437438970921
3482,10,0.905,702,1.4611025622345362,1.2481668808368753,4.831483227746593
3483,10,0.79,714,1.1962486197169344,1.0985399851340827,2.344530057854181
3484,10,0.955,715,1.6646685653650652,1.3791352783687438,6.564612683759942
3485,10,0.905,718,1.4611025622345364,1.2566738654897247,4.514204091895232
3486,10,0.72,719,1.1053851907187477,1.0502305151735187,1.6683612342333451
3487,10,0.985,722,1.8501462150861983,1.498998955653641,8.20440731434379
3488,10,0.88,725,1.385723227526308,1.2141647205034067,3.749633933531335
3489,10,0.63,727,1.0347827485243901,1.0157106307361152,1.2044584364048752
3490,10,0.59,727,1.0164220168459015,1.0072315431159893,1.095084062122163
3491,10,0.645,730,1.0435831949343217,1.0200849679315698,1.2557618680185687
3492,10,0.9299999999999999,731,1.5519438370496803,1.3209779783849087,5.00961360061431
3493,10,0.5449999999999999,733,1.00406371990045,1.0017941471505838,1.0228874455423282
3494,10,0.505,735,1.000050002083429,1.0000221230911532,1.000278818731974
3495,10,0.84,738,1.2884981317386157,1.1601747083285834,2.854986080255479
3496,10,0.735,738,1.121789437510168,1.0619539111738348,1.7300425204279748
3497,10,0.74,741,1.1275986279041237,1.0656998915585878,1.758717850258604
3498,10,0.86,742,1.3340023318374752,1.1899507523158686,3.1352776613432325
3499,10,0.635,742,1.0375958038629634,1.0178588596656744,1.2117316611614224
3500,10,0.735,743,1.121789437510168,1.0627828465131492,1.716596025786993
3501,10,0.895,744,1.4293430972855683,1.2512810834839807,3.7828236539397286
3502,10,0.775,745,1.1734913202554353,1.0929758457924121,2.035603425911924
3503,10,0.5349999999999999,747,1.0024550133875265,1.0011337753838498,1.0132760709208417
3504,10,0.94,750,1.5938933294093116,1.3614167120233092,4.838177038644924
3505,10,0.505,750,1.000050002083429,1.0000232669575377,1.0002673772039181
3506,10,0.825,751,1.2578711653351242,1.1460381478870367,2.5372944887290876
3507,10,0.94,752,1.5938933294093116,1.3629798401524849,4.782976074300716
3508,10,0.835,754,1.2779770461331645,1.1597450331698034,2.640008483354421
3509,10,0.8049999999999999,756,1.2211033665319642,1.1248845071585285,2.2721915070182606
3510,10,0.6,766,1.0203396005006329,1.010303302438024,1.103899910921556
3511,10,0.79,768,1.1962486197169344,1.1133579776365838,2.0505305461259247
3512,10,0.81,771,1.2298893621882065,1.1352121945020448,2.227870662202158
3513,10,0.55,772,1.0050209296799275,1.0025382400335048,1.025041835658811
3514,10,0.935,777,1.5724549790471944,1.3667015019703166,4.06485897711198
3515,10,0.885,777,1.3997647155437576,1.24929258973109,3.11823455122906
3516,10,0.73,778,1.1161534342895694,1.0652578574097373,1.5947460534553686
3517,10,0.745,779,1.133585194024262,1.0760214975934193,1.683961537675734
3518,10,0.89,781,1.414295947466289,1.2609516725593872,3.1507834017356813
3519,10,0.74,781,1.127598627904124,1.0726345078265374,1.6482676750759209
3520,10,0.51,783,1.000200033339468,1.0001029602986848,1.0009710545367607
3521,10,0.655,787,1.0500636745871645,1.0272577726601253,1.2455523618737532
3522,10,0.86,788,1.3340023318374752,1.2092023681780466,2.6703980163054104
3523,10,0.63,798,1.0347827485243901,1.0191682235494295,1.1642146314982376
3524,10,0.97,803,1.7478824249910498,1.510279222030129,4.31071866555298
3525,10,0.83,804,1.267771921919178,1.1696405481899101,2.2381394027849484
3526,10,0.62,806,1.0295100958516816,1.0164762331489654,1.1358835570677617
3527,10,0.86,813,1.3340023318374754,1.219414238446624,2.455010024950948
3528,10,0.565,815,1.0085099688569552,1.0047774266767224,1.0377751285229362
3529,10,0.55,818,1.0050209296799275,1.002831172022011,1.0220515700441941
3530,10,0.875,820,1.3721474842061485,1.2500515673709522,2.539385568074789
3531,10,0.8049999999999999,824,1.2211033665319637,1.143568928081876,1.9270847715048476
3532,10,0.605,825,1.022463586240969,1.0131028429058364,1.0963347010060658
3533,10,0.505,825,1.000050002083429,1.0000286649673296,1.0002133855321491
3534,10,0.99,827,1.891075370197913,1.6397772722447645,4.161402812565165
3535,10,0.715,828,1.1002454991852038,1.0621320235563982,1.4226922812112903
3536,10,0.6499999999999999,831,1.0467609025946583,1.0282651313147404,1.195153918356555
3537,10,0.815,843,1.238939834210387,1.1621617166745926,1.8959920634092589
3538,10,0.86,844,1.3340023318374754,1.2330629358783467,2.1964101932582225
3539,10,0.505,845,1.000050002083429,1.000030223189856,1.0001978005621732
3540,10,0.5,851,1.0,1.0,1.0
3541,10,0.75,854,1.1397535284773899,1.093445357089448,1.5140443791375688
3542,10,0.945,860,1.6163410493910024,1.4618920136085718,2.730090796632907
3543,10,0.98,861,1.8132268848704538,1.6183236603224258,3.1179393337589443
3544,10,0.5,866,1.0,1.0,1.0
3545,10,0.785,872,1.1884391364130162,1.133722860522432,1.602139810338787
3546,10,0.52,873,1.0008005337262014,1.0005237943470984,1.002769390248484
3547,10,0.87,874,1.3590154099274305,1.2671057797058862,2.014257983017559
3548,10,0.6950000000000001,875,1.0812369676064788,1.0555917963672339,1.2713021883130802
3549,10,0.815,878,1.238939834210387,1.174466788879542,1.7064546874149447
3550,10,0.61,878,1.0246991872949727,1.0165777959786548,1.0828236214683973
3551,10,0.71,881,1.095264074332651,1.0666636111976724,1.3029076404013509
