,model_size,uncertainty,deg_level,det,deg,ei
0,2,1.0,1,0.0,-100000.0,1.0
1,2,0.99,1,-0.12153852365273278,-100000.0,0.8784614763472672
2,2,0.98,1,-0.22001004684541295,-100000.0,0.7799899531545871
3,2,0.97,1,-0.31184983035268715,-100000.0,0.6881501696473129
4,2,0.96,1,-0.4002864747328602,-100000.0,0.5997135252671398
5,2,0.95,1,-0.4868063278012853,-100000.0,0.5131936721987145
6,2,0.94,1,-0.5722756686923108,-100000.0,0.42772433130768917
7,2,0.9299999999999999,1,-0.6572715292295056,-100000.0,0.3427284707704944
8,2,0.92,1,-0.7422149776146646,-100000.0,0.2577850223853354
9,2,0.91,1,-0.8274352110102238,-100000.0,0.17256478898977617
10,2,0.9,1,-0.9132042619548906,-100000.0,0.0867957380451094
11,2,0.89,1,-0.9997575268987882,-100000.0,0.00024247310121183155
12,2,0.88,1,-1.087306805968979,-100000.0,-0.0873068059689789
13,2,0.87,1,-1.176049116697041,-100000.0,-0.1760491166970411
14,2,0.86,1,-1.2661730071531017,-100000.0,-0.2661730071531016
15,2,0.85,1,-1.3578633441515378,-100000.0,-0.3578633441515373
16,2,0.84,1,-1.4513051619806774,-100000.0,-0.4513051619806774
17,2,0.83,1,-1.5466869436985713,-100000.0,-0.5466869436985713
18,2,0.8200000000000001,1,-1.64420358625396,-100000.0,-0.6442035862539599
19,2,0.81,1,-1.7440592313513832,-100000.0,-0.7440592313513832
20,2,0.8,1,-1.8464701049751038,-100000.0,-0.8464701049751039
21,2,0.79,1,-1.9516674886826557,-100000.0,-0.9516674886826556
22,2,0.78,1,-2.0599009393080627,-100000.0,-1.0599009393080627
23,2,0.77,1,-2.171441877707088,-100000.0,-1.171441877707088
24,2,0.76,1,-2.2865876806590775,-100000.0,-1.2865876806590775
25,2,0.75,1,-2.405666433447972,-100000.0,-1.4056664334479718
26,2,0.74,1,-2.52904253570165,-100000.0,-1.5290425357016502
27,2,0.73,1,-2.657123402936829,-100000.0,-1.657123402936829
28,2,0.72,1,-2.790367575967658,-100000.0,-1.7903675759676578
29,2,0.71,1,-2.9292946475731103,-100000.0,-1.9292946475731103
30,2,0.7,1,-3.0744975522289675,-100000.0,-2.0744975522289675
31,2,0.69,1,-3.2266579580736012,-100000.0,-2.226657958073601
32,2,0.6799999999999999,1,-3.3865657781063634,-100000.0,-2.3865657781063634
